original_file,new_file,group,number,common_name,dap_type,rep,control_files,source
F105-3.bw,F_SlC2H2L-1_DAP_rep3.bw,F,105,SlC2H2L-1,DAP,3,F-N-3.bw,total_mapped_uniq
D131_1.bw,D_SlHZIP3_DAP_rep1.bw,D,131,SlHZIP3,DAP,1,D_N_1.bw,daplist
CN74-2.bw,CN_APETALA2a_DAP_rep2.bw,CN,74,APETALA2a,DAP,2,CN-N-2.bw,daplist
ampB60_2.bw,B_SlGT2_ampDAP_rep2.bw,B,60,SlGT2,ampDAP,2,ampB_N_2.bw,daplist
ampA33_3.bw,A_SlTCP15_ampDAP_rep3.bw,A,33,SlTCP15,ampDAP,3,ampA_N_3.bw,daplist
ampA11_1.bw,A_DREB3_ampDAP_rep1.bw,A,11,DREB3,ampDAP,1,ampA_N_1.bw,daplist
A15-3.bw,A_CNR_DAP_rep3.bw,A,15,CNR,DAP,3,A-N-3.bw,daplist
ampB37_2.bw,B_SlGABL4_ampDAP_rep2.bw,B,37,SlGABL4,ampDAP,2,ampB_N_2.bw,daplist
ampC74-3.bw,C_APETALA2a_ampDAP_rep3.bw,C,74,APETALA2a,ampDAP,3,ampC-N-3.bw,daplist
ampD129-1.bw,D_SlbHLH147_ampDAP_rep1.bw,D,129,SlbHLH147,ampDAP,1,ampD-N-1.bw,daplist
A14-2.bw,A_SlZIP3_DAP_rep2.bw,A,14,SlZIP3,DAP,2,A-N-2.bw,daplist
ampC75-2.bw,C_SlWRKY6_ampDAP_rep2.bw,C,75,SlWRKY6,ampDAP,2,ampC-N-2.bw,daplist
ampB43_1.bw,B_Sl-ERF_F_4_ampDAP_rep1.bw,B,43,Sl-ERF_F_4,ampDAP,1,ampB_N_1.bw,daplist
F104-2.bw,F_SolycHsfB2b_DAP_rep2.bw,F,104,SolycHsfB2b,DAP,2,F-N-2.bw,daplist
CN75-3.bw,CN_SlWRKY6_DAP_rep3.bw,CN,75,SlWRKY6,DAP,3,CN-N-3.bw,daplist
ampB61_3.bw,B_SlDof14_ampDAP_rep3.bw,B,61,SlDof14,ampDAP,3,ampB_N_3.bw,daplist
ampA24_2.bw,A_SlWRKY41_ampDAP_rep2.bw,A,24,SlWRKY41,ampDAP,2,ampA_N_2.bw,daplist
D129_3.bw,D_SlbHLH147_DAP_rep3.bw,D,129,SlbHLH147,DAP,3,D_N_3.bw,daplist
SR30-3.bw,SR_EIL1_ampDAP_rep3.bw,SR,30,EIL1,ampDAP,3,SRN-3.bw,daplist
E155-2.bw,E_SlNAM5_DAP_rep2.bw,E,155,SlNAM5,DAP,2,E-N-2.bw,daplist
